country;year;sector;subsector;label;collective_dose_total;average_dose_monitored;average_dose_exposed;total_workers_number;D < RL;RL  < D < 1 mSv;1 mSv <= D < 5 mSv;5 mSv <= D < 10 mSv;10 mSv <= D < 15 mSv;15 mSv <= D < 20 mSv;20 mSv <= D
Greece;2012;;Interventional radiology;Hp10 (external dose photons);6.024;2.180;4.700;2764;1482;517;436;181;64;28;56
Greece;2012;;Radiotherapy;E (effective dose);0.039;0.070;0.740;536;483;45;6;1;1;0;0
Greece;2012;;Radiotherapy;Hp10 (external dose photons);0.039;0.070;0.740;536;483;45;6;1;1;0;0
Greece;2012;;Nuclear medicine;E (effective dose);0.477;0.580;1.190;820;418;245;145;12;0;0;0
Greece;2012;;Nuclear medicine;Hp10 (external dose photons);0.477;0.580;1.190;820;418;245;145;12;0;0;0
Greece;2012;;Dental radiology;Hp10 (external dose photons);0.002;0.050;0.220;44;35;9;0;0;0;0;0
Greece;2012;;Veterinary units;E (effective dose);0.000;0.000;;6;6;0;0;0;0;0;0
Greece;2012;;Veterinary units;Hp10 (external dose photons);0.000;0.000;;6;6;0;0;0;0;0;0
Greece;2012;INDUSTRY;;E (effective dose);0.192;0.270;1.000;707;515;132;57;3;0;0;0
Greece;2012;INDUSTRY;;Hp10 (external dose photons);0.192;0.270;1.000;707;515;132;57;3;0;0;0
Greece;2012;;Industrial radiography;Hp10 (external dose photons);0.091;0.420;1.050;219;132;60;26;1;0;0;0
Greece;2012;;Radioisotopes production and conditioning;E (effective dose);0.001;0.170;0.200;6;1;5;0;0;0;0;0
Greece;2012;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.001;0.170;0.200;6;1;5;0;0;0;0;0
Greece;2012;;Industrial irradiation;Hp10 (external dose photons);0.000;0.000;0.000;12;11;1;0;0;0;0;0
Greece;2012;;Industrial logistics and maintenance = support activities;E (effective dose);0.094;0.230;1.070;407;319;58;28;2;0;0;0
Greece;2012;;Industrial logistics and maintenance = support activities;Hp10 (external dose photons);0.094;0.230;1.070;407;319;58;28;2;0;0;0
Greece;2012;;Other industrial activities;Hp10 (external dose photons);0.005;0.080;0.460;63;52;8;3;0;0;0;0
Greece;2012;TRANSPORT;;E (effective dose);0.032;0.480;1.030;67;36;16;15;0;0;0;0
Greece;2012;TRANSPORT;;Hp10 (external dose photons);0.032;0.480;1.030;67;36;16;15;0;0;0;0
Greece;2012;RESEARCH AND EDUCATION;;E (effective dose);0.007;0.030;0.470;239;224;11;4;0;0;0;0
Greece;2012;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.007;0.030;0.470;239;224;11;4;0;0;0;0
Greece;2012;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.000;0.000;;40;40;0;0;0;0;0;
Greece;2012;NATURAL SOURCES;;E (effective dose);1.668;1.160;1.170;1432;11;674;747;0;0;0;0
Greece;2012;;Aviation;E (effective dose);1.668;1.160;1.170;1432;11;674;747;0;0;0;0
Greece;2012;;Regulatory control activities;E (effective dose);0.001;0.040;0.330;28;25;3;0;0;0;0;0
Greece;2012;;Regulatory control activities;Hp10 (external dose photons);0.001;0.040;0.330;28;25;3;0;0;0;0;0
Switzerland;2012;ALL MONITORED WORKERS;;E (effective dose);6.408;0.080;0.780;84594;76342;6482;1576;183;8;3;
Switzerland;2012;ALL MONITORED WORKERS;;Hp10 (external dose photons);6.376;0.080;0.780;83845;75627;6461;1563;183;8;3;
Switzerland;2012;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.008;0.000;1.600;7161;7156;1;4;;;;
Switzerland;2012;ALL MONITORED WORKERS;;I (internal dose);0.025;0.030;0.830;838;808;21;9;;;;
Switzerland;2012;MEDICAL FIELD;;E (effective dose);1.328;0.020;0.500;64258;61603;2350;263;37;2;3;
Switzerland;2012;MEDICAL FIELD;;Hp10 (external dose photons);1.328;0.020;0.500;64250;61595;2350;263;37;2;3;
Switzerland;2012;MEDICAL FIELD;;I (internal dose);0.000;0.000;;30;30;;;;;;
Switzerland;2012;;Dental radiology;Hp10 (external dose photons);0.088;0.010;0.200;17119;16678;433;8;;;;
Switzerland;2012;;Veterinary units;Hp10 (external dose photons);0.045;0.020;0.340;2925;2793;127;4;1;;;
Switzerland;2012;INDUSTRY;;E (effective dose);0.162;0.070;0.970;2478;2311;112;50;5;;;
Switzerland;2012;INDUSTRY;;Hp10 (external dose photons);0.137;0.060;1.000;2182;2045;91;41;5;;;
Switzerland;2012;INDUSTRY;;I (internal dose);0.025;0.060;0.830;407;377;21;9;;;;
Switzerland;2012;NUCLEAR FIELD;;E (effective dose);4.290;0.730;1.400;5881;2823;1711;1200;141;6;;
Switzerland;2012;NUCLEAR FIELD;;Hp10 (external dose photons);4.290;0.730;1.400;5881;2823;1711;1200;141;6;;
Switzerland;2012;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.000;0.000;;32;32;;;;;;
Switzerland;2012;NUCLEAR FIELD;;I (internal dose);0.000;0.000;;2;2;;;;;;
Switzerland;2012;RESEARCH AND EDUCATION;;E (effective dose);0.622;0.050;0.260;11430;9078;2290;62;;;;
Switzerland;2012;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.615;0.060;0.260;10984;8636;2290;58;;;;
Switzerland;2012;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.008;0.000;1.600;7129;7124;1;4;;;;
Switzerland;2012;RESEARCH AND EDUCATION;;I (internal dose);0.000;0.000;;399;399;;;;;;
Switzerland;2012;OTHER FIELDS;;E (effective dose);0.007;0.010;0.350;547;527;19;1;;;;
Switzerland;2012;;Regulatory control activities;Hp10 (external dose photons);0.007;0.010;0.350;548;528;19;1;;;;
Ireland;2012;ALL MONITORED WORKERS;;E (effective dose);0.219;0.020;0.500;11327;10891;377;57;2;0;0;0
Ireland;2012;MEDICAL FIELD;;E (effective dose);0.188;0.020;0.500;8933;8557;325;49;2;0;0;
Ireland;2012;INDUSTRY;;E (effective dose);0.029;0.010;0.520;1942;1886;48;8;0;0;0;
Ireland;2012;RESEARCH AND EDUCATION;;E (effective dose);0.001;0.000;0.250;452;448;4;0;0;0;0;0
Slovenia;2012;ALL MONITORED WORKERS;;E (effective dose);2.079;0.330;0.690;6280;3263;2344;624;40;9;0;0
Slovenia;2012;MEDICAL FIELD;;E (effective dose);0.360;0.100;0.300;3565;2361;1119;84;1;0;0;0
Slovenia;2012;;Diagnostic radiology;Hp10 (external dose photons);0.196;0.080;0.250;2559;1780;751;27;1;0;0;0
Slovenia;2012;;Interventional radiology;Hp10 (external dose photons);0.029;0.150;0.320;192;101;86;5;0;0;0;0
Slovenia;2012;;Radiotherapy;E (effective dose);0.009;0.050;0.130;197;128;67;2;0;0;0;0
Slovenia;2012;;Nuclear medicine;E (effective dose);0.101;0.600;0.840;169;48;76;45;0;0;0;0
Slovenia;2012;;Dental radiology;Hp10 (external dose photons);0.013;0.040;0.140;330;235;94;1;0;0;0;0
Slovenia;2012;;Veterinary units;E (effective dose);0.010;0.130;0.350;75;46;25;4;0;0;0;0
Slovenia;2012;;Other medical activities;E (effective dose);0.002;0.050;0.100;43;23;20;0;0;0;0;0
Slovenia;2012;INDUSTRY;;E (effective dose);0.072;0.160;0.780;460;368;72;17;3;0;0;0
Slovenia;2012;;Industrial radiography;Hp10 (external dose photons);0.053;0.360;1.430;148;111;19;16;2;0;0;0
Slovenia;2012;NUCLEAR FIELD;;E (effective dose);0.870;0.750;0.790;1160;61;801;291;7;0;0;0
Slovenia;2012;;Nucl. power reactor (permanent staff only);E (effective dose);0.216;0.490;0.530;438;32;334;71;1;0;0;0
Slovenia;2012;;Nuclear logistics and maintenance = support activities;E (effective dose);0.654;0.910;0.940;722;29;467;220;6;0;0;0
Slovenia;2012;RESEARCH AND EDUCATION;;E (effective dose);0.000;0.000;0.000;68;49;19;0;0;0;0;0
Slovenia;2012;;Nuclear research facilities;E (effective dose);0.000;0.000;0.000;68;49;19;0;0;0;0;0
Slovenia;2012;NATURAL SOURCES;;E (effective dose);0.747;1.980;2.010;377;6;107;226;29;9;0;0
Slovenia;2012;;Aviation;E (effective dose);0.228;0.990;1.010;230;5;68;157;0;0;0;0
Slovenia;2012;;Mining activities and processing;E (effective dose);0.001;0.130;0.130;8;0;8;0;0;0;0;0
Slovenia;2012;;Activities on site exposed with radon;E (effective dose);0.518;3.730;3.750;139;1;31;69;29;9;0;0
Slovenia;2012;OTHER FIELDS;;E (effective dose);0.031;0.050;0.130;650;418;226;6;0;0;0;0
Czech Republic;2012;ALL MONITORED WORKERS;;E (effective dose);14.068;0.700;1.870;20238;12715;4605;2179;473;182;66;18
Czech Republic;2012;ALL MONITORED WORKERS;;Hp10 (external dose photons);14.123;0.700;1.880;20238;12715;4605;2179;473;182;66;18
Czech Republic;2012;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.193;;;;;;;;;;
Czech Republic;2012;ALL MONITORED WORKERS;;I (internal dose);0.025;;;;;;;;;;
Czech Republic;2012;MEDICAL FIELD;;E (effective dose);7.452;0.560;1.600;13356;8684;2989;1325;233;96;29;0
Czech Republic;2012;MEDICAL FIELD;;Hp10 (external dose photons);12.175;0.910;2.610;13356;8684;2989;1325;233;96;29;0
Czech Republic;2012;MEDICAL FIELD;;Hp10n (external dose neutrons);0.007;;;;;;;;;;
Czech Republic;2012;;Diagnostic radiology;Hp10 (external dose photons);4.705;0.860;2.850;5501;3852;1116;409;79;32;13;0
Czech Republic;2012;;Interventional radiology;Hp10 (external dose photons);3.913;4.900;7.100;799;248;175;254;72;37;13;0
Czech Republic;2012;;Radiotherapy;E (effective dose);0.116;0.130;0.490;918;679;221;15;2;1;0;0
Czech Republic;2012;;Radiotherapy;Hp10 (external dose photons);0.141;0.150;0.590;918;679;221;15;2;1;0;0
Czech Republic;2012;;Radiotherapy;Hp10n (external dose neutrons);0.001;;;;;;;;;;
Czech Republic;2012;;Nuclear medicine;E (effective dose);0.609;0.600;1.020;1017;420;381;214;2;0;0;0
Czech Republic;2012;;Nuclear medicine;Hp10 (external dose photons);0.532;0.520;0.890;1017;420;381;214;2;0;0;0
Czech Republic;2012;;Dental radiology;Hp10 (external dose photons);0.001;0.030;0.310;36;32;4;0;0;0;0;0
Czech Republic;2012;;Veterinary units;E (effective dose);0.020;0.230;0.590;88;54;29;5;0;0;0;0
Czech Republic;2012;;Veterinary units;Hp10 (external dose photons);0.018;0.200;0.530;88;54;29;5;0;0;0;0
Czech Republic;2012;;Other medical activities;E (effective dose);2.335;0.470;1.460;4997;3399;1063;428;78;26;3;0
Czech Republic;2012;;Other medical activities;Hp10 (external dose photons);2.685;0.540;1.680;4997;3399;1063;428;78;26;3;0
Czech Republic;2012;INDUSTRY;;E (effective dose);1.480;0.770;1.540;1928;969;633;253;59;9;3;2
Czech Republic;2012;INDUSTRY;;Hp10 (external dose photons);1.438;0.750;1.500;1928;969;633;253;59;9;3;2
Czech Republic;2012;INDUSTRY;;Hp10n (external dose neutrons);0.154;;;;;;;;;;
Czech Republic;2012;INDUSTRY;;I (internal dose);0.024;;;;;;;;;;
Czech Republic;2012;;Industrial radiography;Hp10 (external dose photons);0.650;0.910;1.650;717;323;251;114;24;3;2;0
Czech Republic;2012;;Radioisotopes production and conditioning;E (effective dose);0.482;0.710;1.660;679;389;187;78;20;2;1;2
Czech Republic;2012;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.388;0.570;1.340;679;389;187;78;20;2;1;2
Czech Republic;2012;;Radioisotopes production and conditioning;I (internal dose);0.024;;;;;;;;;;
Czech Republic;2012;;Other industrial activities;Hp10 (external dose photons);0.046;0.920;0.960;50;2;36;8;4;0;0;0
Czech Republic;2012;NUCLEAR FIELD;;E (effective dose);4.949;1.220;3.020;4072;2435;771;563;176;77;34;16
Czech Republic;2012;NUCLEAR FIELD;;Hp10 (external dose photons);0.357;0.090;0.220;4072;2435;771;563;176;77;34;16
Czech Republic;2012;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.026;;;;;;;;;;
Czech Republic;2012;NUCLEAR FIELD;;I (internal dose);0.001;;;;;;;;;;
Czech Republic;2012;;Uranium ore extraction/processing;E (effective dose);4.150;5.500;5.970;755;60;35;375;160;75;34;16
Czech Republic;2012;;Uranium ore extraction/processing;Hp10 (external dose photons);0.216;0.290;0.310;755;60;35;375;160;75;34;16
Czech Republic;2012;;Nucl. power reactor (permanent staff only);E (effective dose);0.778;0.240;0.850;3294;2373;720;184;15;2;0;0
Czech Republic;2012;;Nucl. power reactor (permanent staff only);Hp10 (external dose photons);0.124;0.040;0.140;3294;2373;720;184;15;2;0;0
Czech Republic;2012;;Nucl. power reactor (permanent staff only);Hp10n (external dose neutrons);0.026;;;;;;;;;;
Czech Republic;2012;;Nucl. power reactor (permanent staff only);I (internal dose);0.001;;;;;;;;;;
Czech Republic;2012;;Radioactive waste management facilities;E (effective dose);0.021;0.920;1.010;23;2;16;4;1;0;0;0
Czech Republic;2012;;Radioactive waste management facilities;Hp10 (external dose photons);0.016;0.710;0.780;23;2;16;4;1;0;0;0
Czech Republic;2012;;Radioactive waste management facilities;Hp10n (external dose neutrons);0.000;;;;;;;;;;
Czech Republic;2012;TRANSPORT;;E (effective dose);0.045;1.510;2.390;30;11;6;12;0;1;0;0
Czech Republic;2012;TRANSPORT;;Hp10 (external dose photons);0.047;1.570;2.480;30;11;6;12;0;1;0;0
Czech Republic;2012;;Nuclear fuel cycle;E (effective dose);0.045;2.370;2.370;19;0;1;17;1;0;0;0
Czech Republic;2012;;Nuclear fuel cycle;Hp10 (external dose photons);0.000;;;;;;;;;;
Czech Republic;2012;RESEARCH AND EDUCATION;;E (effective dose);0.273;0.600;1.310;452;244;153;41;11;3;0;0
Czech Republic;2012;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.306;0.680;1.470;452;244;153;41;11;3;0;0
Czech Republic;2012;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.020;;;;;;;;;;
Czech Republic;2012;;Other research sectors and education;E (effective dose);0.273;0.600;1.310;452;244;153;41;11;3;0;0
Czech Republic;2012;;Other research sectors and education;Hp10 (external dose photons);0.306;0.680;1.470;452;244;153;41;11;3;0;0
Czech Republic;2012;OTHER FIELDS;;E (effective dose);0.185;0.210;0.730;881;627;212;37;5;0;0;0
Czech Republic;2012;;Emergency response;E (effective dose);0.002;0.300;0.340;8;1;7;0;0;0;0;0
Czech Republic;2012;;Emergency response;Hp10 (external dose photons);0.003;0.350;0.400;8;1;7;0;0;0;0;0
Czech Republic;2012;;Regulatory control activities;E (effective dose);0.031;0.120;0.410;254;178;72;4;0;0;0;0
Czech Republic;2012;;Regulatory control activities;Hp10 (external dose photons);0.032;0.130;0.430;254;178;72;4;0;0;0;0
Spain;2012;ALL MONITORED WORKERS;;E (effective dose);18.006;0.180;0.840;102561;81013;17079;3988;389;59;13;20
Spain;2012;MEDICAL FIELD;;E (effective dose);11.287;0.140;0.730;78794;63406;12709;2426;200;32;9;12
Spain;2012;;Diagnostic radiology;Hp10 (external dose photons);3.979;0.100;0.720;40759;35255;4615;792;67;16;6;8
Spain;2012;;Radiotherapy;E (effective dose);0.156;0.060;0.780;2774;2573;175;21;4;0;1;0
Spain;2012;;Nuclear medicine;E (effective dose);2.235;0.950;1.970;2348;1216;507;535;78;10;2;0
Spain;2012;;Dental radiology;Hp10 (external dose photons);2.997;0.160;0.480;18533;12270;5608;645;8;0;0;2
Spain;2012;;Other medical activities;E (effective dose);1.917;0.120;0.800;15630;13240;1899;444;41;4;1;1
Spain;2012;INDUSTRY;;E (effective dose);2.527;0.340;1.440;7456;5699;1184;451;88;22;4;8
Spain;2012;;Industrial radiography;Hp10 (external dose photons);1.750;0.780;2.320;2245;1491;363;291;73;18;3;6
Spain;2012;;Industrial gauges;Hp10 (external dose photons);0.036;0.030;0.370;1318;1221;92;5;0;0;0;0
Spain;2012;;Industrial logistics and maintenance = support activities;E (effective dose);0.240;0.140;0.690;1748;1401;294;48;3;2;0;0
Spain;2012;;Other industrial activities;Hp10 (external dose photons);0.463;0.220;0.930;2126;1629;383;98;11;2;1;2
Spain;2012;NUCLEAR FIELD;;E (effective dose);3.677;0.360;1.080;10275;6873;2287;1024;89;2;0;0
Spain;2012;;Enrichment and conversion;E (effective dose);0.000;0.000;0.000;24;22;2;0;0;0;0;0
Spain;2012;;Fuel fabrication;E (effective dose);0.074;0.150;0.680;492;383;84;25;0;0;0;0
Spain;2012;;Nucl. power reactor (permanent staff only);E (effective dose);0.313;0.140;0.680;2193;1732;371;89;1;0;0;0
Spain;2012;;Dismantling of nuclear facilities;E (effective dose);0.302;0.700;1.960;434;280;85;52;17;0;0;0
Spain;2012;;Radioactive waste management facilities;E (effective dose);0.006;0.030;0.330;228;210;18;0;0;0;0;0
Spain;2012;;Nuclear logistics and maintenance = support activities;E (effective dose);2.983;0.420;1.110;7087;4409;1750;855;71;2;0;0
Spain;2012;TRANSPORT;;E (effective dose);0.175;1.240;2.370;141;67;26;37;10;1;0;0
Spain;2012;RESEARCH AND EDUCATION;;E (effective dose);0.338;0.060;0.350;6082;5101;927;52;2;0;0;0
Spain;2012;;Regulatory control activities;E (effective dose);0.002;0.010;0.150;195;183;12;0;0;0;0;
The Netherlands;2012;ALL MONITORED WORKERS;;E (effective dose);39.072;0.770;1.670;50451;27006;8666;14074;430;139;65;71
The Netherlands;2012;MEDICAL FIELD;;E (effective dose);13.037;0.480;1.870;27432;20455;4495;1851;377;131;56;67
The Netherlands;2012;;Diagnostic radiology;Hp10 (external dose photons);5.378;0.460;1.880;11657;8794;1943;696;106;53;26;39
The Netherlands;2012;;Interventional radiology;Hp10 (external dose photons);5.642;1.700;3.000;3320;1436;779;767;215;70;29;24
The Netherlands;2012;;Radiotherapy;E (effective dose);0.038;0.020;0.590;1868;1804;56;7;1;0;0;0
The Netherlands;2012;;Nuclear medicine;E (effective dose);0.577;0.290;0.750;2013;1247;568;194;4;0;0;0
The Netherlands;2012;;Dental radiology;Hp10 (external dose photons);0.091;0.020;0.850;3703;3596;102;2;1;1;0;1
The Netherlands;2012;;Veterinary units;E (effective dose);0.937;0.210;0.820;4417;3277;975;137;17;8;0;3
The Netherlands;2012;INDUSTRY;;E (effective dose);1.469;0.440;1.420;3355;2317;679;303;41;5;6;4
The Netherlands;2012;;Industrial radiography;Hp10 (external dose photons);0.720;0.620;1.700;1160;736;256;142;14;4;4;4
The Netherlands;2012;NUCLEAR FIELD;;E (effective dose);0.447;0.240;0.720;1888;1269;490;125;4;0;0;0
The Netherlands;2012;;Aviation;E (effective dose);23.609;1.640;1.660;14374;131;2513;11730;0;0;0;0
The Netherlands;2012;OTHER FIELDS;;E (effective dose);0.505;0.140;0.840;3682;3078;523;68;8;2;3;0
Sweden;2012;ALL MONITORED WORKERS;;E (effective dose);;;;21323;14297;4721;1982;286;33;4;0
Sweden;2012;MEDICAL FIELD;;E (effective dose);;;;6096;4016;1782;290;7;1;0;0
Sweden;2012;;Radiotherapy;E (effective dose);;;;465;154;254;56;1;0;0;0
Sweden;2012;;Nuclear medicine;E (effective dose);;;;465;154;254;56;1;0;0;0
Sweden;2012;;Dental radiology;Hp10 (external dose photons);;;;70;61;7;2;0;0;0;0
Sweden;2012;;Veterinary units;E (effective dose);;;;667;559;105;2;1;0;0;0
Sweden;2012;;Other medical activities;E (effective dose);;;;1856;1512;311;30;3;0;0;0
Sweden;2012;INDUSTRY;;E (effective dose);;;;825;611;186;28;0;0;0;0
Sweden;2012;;Industrial radiography;Hp10 (external dose photons);;;;353;281;65;7;0;0;0;0
Sweden;2012;;Other industrial activities;Hp10 (external dose photons);;;;472;330;121;21;0;0;0;
Sweden;2012;NUCLEAR FIELD;;E (effective dose);7.290;0.520;1.570;14035;9399;2673;1649;278;32;4;
Sweden;2012;;Fuel fabrication;E (effective dose);0.470;0.400;2.340;1184;983;91;82;23;5;0;0
Sweden;2012;RESEARCH AND EDUCATION;;E (effective dose);;;;367;271;80;15;1;0;0;0
Hungary;2012;ALL MONITORED WORKERS;;E (effective dose);5.691;0.350;1.560;16261;12619;2055;1386;179;19;1;2
Hungary;2012;ALL MONITORED WORKERS;;Hp10 (external dose photons);5.691;0.350;1.560;16261;12619;2055;1386;179;19;1;2
Hungary;2012;MEDICAL FIELD;;E (effective dose);2.375;0.240;1.070;9792;7566;1526;678;19;1;1;1
Hungary;2012;MEDICAL FIELD;;Hp10 (external dose photons);2.375;0.240;1.070;9792;7566;1526;678;19;1;1;1
Hungary;2012;INDUSTRY;;E (effective dose);0.544;0.580;2.260;934;693;107;112;19;2;0;1
Hungary;2012;INDUSTRY;;Hp10 (external dose photons);0.544;0.580;2.260;934;693;107;112;19;2;0;1
Hungary;2012;NUCLEAR FIELD;;E (effective dose);2.379;0.550;2.430;4287;3307;321;519;131;9;0;0
Hungary;2012;NUCLEAR FIELD;;Hp10 (external dose photons);2.379;0.550;2.430;4287;3307;321;519;131;9;0;0
Hungary;2012;NATURAL SOURCES;;E (effective dose);0.114;7.130;7.130;16;0;0;7;3;6;0;0
Hungary;2012;NATURAL SOURCES;;I (internal dose);0.114;7.130;7.130;16;0;0;7;3;6;0;0
Hungary;2012;OTHER FIELDS;;E (effective dose);0.278;0.220;1.540;1265;1085;102;70;7;1;0;0
France;2013;ALL MONITORED WORKERS;;E (effective dose);104.732;0.280;1.080;371781;274657;67177;;;;11;9
France;2013;MEDICAL FIELD;;E (effective dose);23.820;0.110;0.570;222975;180897;39066;;;;6;6
France;2013;;Diagnostic radiology;Hp10 (external dose photons);9.950;0.090;0.470;115120;93903;19267;;;;2;4
France;2013;;Radiotherapy;E (effective dose);1.171;0.160;0.740;7319;5727;1371;;;;1;0
France;2013;;Nuclear medicine;E (effective dose);1.010;0.270;0.700;3684;2233;1103;;;0;0;
France;2013;;Dental radiology;Hp10 (external dose photons);1.900;0.040;0.220;47784;39089;8486;;;;0;1
France;2013;;Veterinary units;E (effective dose);0.530;0.030;0.200;19814;17191;2582;;;;0;0
France;2013;;Other medical activities;E (effective dose);9.252;0.320;1.420;29254;22754;6257;;;;3;1
France;2013;INDUSTRY;;E (effective dose);16.580;0.490;1.620;33555;23348;6348;;;;3;2
France;2013;NUCLEAR FIELD;;E (effective dose);26.870;0.390;1.270;68509;47287;14416;;;;2;1
France;2013;;Uranium ore extraction/processing;E (effective dose);0.032;0.190;0.310;173;67;102;;;;0;0
France;2013;;Enrichment and conversion;E (effective dose);0.266;0.130;0.600;2028;1586;366;;;;0;0
France;2013;;Fuel fabrication;E (effective dose);1.790;1.080;2.460;1655;928;342;;;;0;0
France;2013;;Nucl. power reactor (permanent staff only);E (effective dose);7.210;0.300;1.010;24121;16979;4931;;;;1;0
France;2013;;Reprocessing;E (effective dose);0.135;0.040;0.380;3159;2807;333;;;;0;0
France;2013;;Dismantling of nuclear facilities;E (effective dose);0.137;0.070;0.510;1895;1626;229;;;;0;0
France;2013;;Radioactive waste management facilities;E (effective dose);0.001;0.010;0.130;78;74;4;;;;0;0
France;2013;;Nuclear logistics and maintenance = support activities;E (effective dose);8.550;0.780;1.820;10942;6234;2620;;;;0;1
France;2013;;Other nuclear activities;E (effective dose);8.370;0.420;1.410;20065;14141;3965;;;;1;0
France;2013;;Nuclear fuel cycle;E (effective dose);0.111;0.130;0.530;854;643;197;;;;0;0
France;2013;RESEARCH AND EDUCATION;;E (effective dose);0.380;0.030;0.240;13158;11573;1535;;;;0;0
France;2013;;Medical, veterinary and pharm. Resarch;E (effective dose);0.004;0.070;0.280;58;43;15;;;;0;0
France;2013;;Nuclear research facilities;E (effective dose);0.144;0.040;0.320;3894;3447;419;;;;0;0
France;2013;;Other research sectors and education;E (effective dose);0.230;0.020;0.210;9206;8083;1101;;;;0;0
France;2013;NATURAL SOURCES;;E (effective dose);36.203;1.860;1.860;19455;0;3407;16048;0;0;0;0
France;2013;;Aviation;E (effective dose);36.203;1.860;1.860;19455;0;3407;16048;0;0;0;0
Germany;2013;ALL MONITORED WORKERS;;E (effective dose);103.796;0.260;1.160;394498;305077;50142;38591;595;76;11;6
Germany;2013;ALL MONITORED WORKERS;;I (internal dose);0.016;0.010;0.790;1489;1469;14;6;0;0;0;0
Germany;2013;MEDICAL FIELD;;E (effective dose);12.759;0.050;0.350;282098;246048;33163;2823;54;7;3;0
Germany;2013;MEDICAL FIELD;;I (internal dose);0.001;0.010;0.280;136;131;5;0;0;0;0;0
Germany;2013;;Diagnostic radiology;Hp10 (external dose photons);5.892;0.030;0.280;193041;172270;19844;906;17;1;3;0
Germany;2013;;Radiotherapy;E (effective dose);0.314;0.040;0.310;8846;7817;976;52;1;0;0;0
Germany;2013;;Nuclear medicine;E (effective dose);3.897;0.320;0.730;12180;6832;3938;1376;28;6;0;0
Germany;2013;;Nuclear medicine;I (internal dose);0.002;0.010;0.330;152;146;6;0;0;;;
Germany;2013;;Dental radiology;Hp10 (external dose photons);0.031;0.030;0.490;1201;1138;58;5;0;0;0;0
Germany;2013;;Veterinary units;E (effective dose);0.840;0.040;0.270;21402;18307;2978;116;1;0;0;0
Germany;2013;;Other medical activities;E (effective dose);0.131;0.070;0.660;1791;1592;174;21;4;0;0;0
Germany;2013;;Other medical activities;I (internal dose);0.000;0.000;;4;4;;;;;;
Germany;2013;INDUSTRY;;E (effective dose);11.069;0.300;1.140;36543;26787;6722;2589;373;58;8;6
Germany;2013;INDUSTRY;;I (internal dose);0.010;0.020;1.110;604;595;5;4;0;0;0;
Germany;2013;;Industrial radiography;Hp10 (external dose photons);1.928;0.670;1.340;2886;1449;806;568;57;4;1;1
Germany;2013;NUCLEAR FIELD;;E (effective dose);3.435;0.240;1.010;14452;11042;2458;807;136;9;0;0
Germany;2013;NUCLEAR FIELD;;I (internal dose);0.000;0.000;0.300;155;154;1;0;;;;
Germany;2013;;Nucl. power reactor (permanent staff only);E (effective dose);3.011;0.280;1.020;10713;7764;2100;726;116;7;0;0
Germany;2013;;Nucl. power reactor (permanent staff only);I (internal dose);0.000;0.000;0.000;59;58;1;;;;;
Germany;2013;TRANSPORT;;E (effective dose);0.130;0.090;0.900;1373;1229;114;25;3;2;0;0
Germany;2013;RESEARCH AND EDUCATION;;E (effective dose);0.325;0.020;0.310;20012;18953;999;59;1;0;0;0
Germany;2013;RESEARCH AND EDUCATION;;I (internal dose);0.001;0.000;0.260;547;545;2;;;;;
Germany;2013;NATURAL SOURCES;;E (effective dose);76.864;1.930;1.970;39913;896;6530;32412;50;15;6;4
Germany;2013;;Aviation;E (effective dose);75.912;1.920;1.960;39615;876;6464;32256;19;0;0;0
Germany;2013;;Activities on site exposed with radon;E (effective dose);0.807;4.060;4.480;199;19;37;88;30;15;6;4
Germany;2013;;Regulatory control activities;E (effective dose);0.165;0.060;0.370;2688;2238;416;32;2;0;0;0
Greece;2013;ALL MONITORED WORKERS;;E (effective dose);3.019;0.230;0.750;12903;8878;2861;1120;33;6;2;3
Greece;2013;ALL MONITORED WORKERS;;Hp10 (external dose photons);7.136;0.610;2.530;11676;8853;1715;761;178;69;35;65
Greece;2013;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.000;0.000;;38;38;0;0;0;0;0;0
Greece;2013;ALL MONITORED WORKERS;;I (internal dose);0.000;0.000;;50;50;0;0;0;0;0;0
Greece;2013;MEDICAL FIELD;;E (effective dose);1.409;0.130;0.550;10580;8024;2195;328;25;5;2;1
Greece;2013;MEDICAL FIELD;;Hp10 (external dose photons);6.840;0.650;2.680;10580;8024;1524;696;170;68;35;63
Greece;2013;;Diagnostic radiology;Hp10 (external dose photons);0.592;0.090;0.680;6391;5514;747;115;8;4;2;1
Greece;2013;;Interventional radiology;Hp10 (external dose photons);5.703;2.050;4.660;2782;1558;496;423;147;63;33;62
Greece;2013;;Radiotherapy;E (effective dose);0.032;0.060;0.490;545;479;59;6;1;0;0;
