country;year;sector;subsector;label;collective_dose_total;average_dose_monitored;average_dose_exposed;total_workers_number;D < RL;RL  < D < 1 mSv;1 mSv <= D < 5 mSv;5 mSv <= D < 10 mSv;10 mSv <= D < 15 mSv;15 mSv <= D < 20 mSv;20 mSv <= D
Czech Republic;2019;;Radioisotopes production and conditioning;E (effective dose);0.250;0.430;0.930;577;307;215;49;5;0;1;0
Czech Republic;2019;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.277;0.480;1.030;577;307;215;49;5;0;1;0
Czech Republic;2019;;Other industrial activities;Hp10 (external dose photons);0.044;0.170;0.850;259;207;43;5;4;0;0;0
Czech Republic;2019;NUCLEAR FIELD;;E (effective dose);1.622;0.360;1.120;4503;3051;1006;393;51;2;0;0
Czech Republic;2019;NUCLEAR FIELD;;Hp10 (external dose photons);0.291;0.060;0.200;4503;3051;1006;393;51;2;0;0
Czech Republic;2019;;Uranium ore extraction/processing;E (effective dose);0.662;1.970;2.440;336;65;85;152;33;1;0;0
Czech Republic;2019;;Uranium ore extraction/processing;Hp10 (external dose photons);0.088;0.260;0.330;336;65;85;152;33;1;0;0
Czech Republic;2019;;Nucl. power reactor (permanent staff only);E (effective dose);0.929;0.230;0.830;4075;2955;865;237;17;1;0;0
Czech Republic;2019;;Nucl. power reactor (permanent staff only);Hp10 (external dose photons);0.190;0.050;0.170;4075;2955;865;237;17;1;0;0
Czech Republic;2019;;Radioactive waste management facilities;E (effective dose);0.015;0.190;0.310;80;31;48;1;0;0;0;0
Czech Republic;2019;;Radioactive waste management facilities;Hp10 (external dose photons);0.012;0.150;0.250;80;31;48;1;0;0;0;0
Czech Republic;2019;;Other nuclear activities;E (effective dose);0.015;1.250;1.250;12;0;8;3;1;0;0;0
Czech Republic;2019;;Other nuclear activities;Hp10 (external dose photons);0.001;0.080;0.080;12;0;8;3;1;0;0;0
Czech Republic;2019;TRANSPORT;;E (effective dose);0.038;1.060;1.900;36;16;7;12;1;0;0;0
Czech Republic;2019;TRANSPORT;;Hp10 (external dose photons);0.032;0.890;1.600;36;16;7;12;1;0;0;0
Czech Republic;2019;;Nuclear fuel cycle;E (effective dose);0.006;1.200;1.200;5;0;1;4;0;0;0;0
Czech Republic;2019;;Nuclear fuel cycle;Hp10 (external dose photons);0.000;0.000;;0;0;0;0;0;0;0;0
Czech Republic;2019;RESEARCH AND EDUCATION;;E (effective dose);0.267;0.420;0.710;630;254;300;75;1;0;0;0
Czech Republic;2019;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.310;0.490;0.820;630;254;300;75;1;0;0;0
Czech Republic;2019;;Other research sectors and education;E (effective dose);0.267;0.420;0.710;630;254;300;75;1;0;0;0
Czech Republic;2019;;Other research sectors and education;Hp10 (external dose photons);0.310;0.490;0.820;630;254;300;75;1;0;0;0
Czech Republic;2019;OTHER FIELDS;;E (effective dose);0.022;0.110;0.360;195;134;59;2;0;0;0;0
Czech Republic;2019;;Emergency response;E (effective dose);0.002;0.200;0.290;10;3;7;0;0;0;0;0
Czech Republic;2019;;Emergency response;Hp10 (external dose photons);0.003;0.300;0.430;10;3;7;0;0;0;0;0
Czech Republic;2019;;Regulatory control activities;E (effective dose);0.019;0.100;0.350;185;131;52;2;0;0;0;0
Czech Republic;2019;;Regulatory control activities;Hp10 (external dose photons);0.023;0.120;0.430;185;131;52;2;0;0;0;0
Belgium;2019;ALL MONITORED WORKERS;;E (effective dose);8.210;0.160;0.410;51399;31310;18510;1453;110;10;4;2
Belgium;2019;MEDICAL FIELD;;E (effective dose);4.240;0.140;0.370;30569;18942;10851;731;39;2;4;0
Belgium;2019;INDUSTRY;;E (effective dose);1.355;0.160;0.360;8511;4724;3587;189;9;2;0;0
Belgium;2019;NUCLEAR FIELD;;E (effective dose);1.039;0.190;0.460;5358;3114;1967;266;11;0;0;0
Belgium;2019;TRANSPORT;;E (effective dose);0.218;0.300;0.550;721;326;355;31;9;0;0;0
Belgium;2019;RESEARCH AND EDUCATION;;E (effective dose);0.972;0.180;0.580;5503;3821;1485;170;24;1;0;2
Belgium;2019;NATURAL SOURCES;;E (effective dose);0.000;0.000;;0;0;0;0;0;0;0;0
Belgium;2019;OTHER FIELDS;;E (effective dose);0.386;0.520;1.090;737;383;265;66;18;5;0;0
Spain;2019;ALL MONITORED WORKERS;;E (effective dose);16.518;0.140;0.800;114424;93664;16636;3739;328;30;11;16
Spain;2019;MEDICAL FIELD;;E (effective dose);10.681;0.120;0.700;91226;76008;12684;2328;173;17;9;7
Spain;2019;;Diagnostic radiology;Hp10 (external dose photons);3.101;0.070;0.650;44410;39632;4113;604;50;4;4;3
Spain;2019;;Radiotherapy;E (effective dose);0.097;0.030;0.680;3291;3149;115;25;2;0;0;0
Spain;2019;;Nuclear medicine;E (effective dose);2.362;0.820;1.790;2872;1551;605;641;67;5;1;2
Spain;2019;;Dental radiology;Hp10 (external dose photons);2.708;0.120;0.440;22990;16872;5584;524;7;1;1;1
Spain;2019;;Other medical activities;E (effective dose);2.411;0.120;0.820;19632;16676;2361;542;43;7;2;1
Spain;2019;INDUSTRY;;E (effective dose);1.664;0.230;1.010;7325;5672;1253;348;38;4;2;8
Spain;2019;;Industrial radiography;Hp10 (external dose photons);0.735;0.360;1.190;2045;1428;409;182;21;2;0;3
Spain;2019;;Industrial gauges;Hp10 (external dose photons);0.038;0.030;0.330;1229;1112;108;9;0;0;0;0
Spain;2019;;Industrial logistics and maintenance = support activities;E (effective dose);0.256;0.130;0.760;1970;1631;278;55;4;1;1;0
Spain;2019;;Other industrial activities;Hp10 (external dose photons);0.633;0.300;1.090;2090;1510;457;104;12;1;1;5
Spain;2019;NUCLEAR FIELD;;E (effective dose);3.766;0.390;1.150;9690;6415;2184;979;104;8;0;0
Spain;2019;;Uranium ore extraction/processing;E (effective dose);0.000;0.000;;0;0;0;0;0;0;0;
Spain;2019;;Enrichment and conversion;E (effective dose);0.000;0.000;;31;31;0;0;0;0;0;0
Spain;2019;;Fuel fabrication;Hp10 (external dose photons);0.068;0.120;0.560;583;461;97;25;0;0;0;0
Spain;2019;;Nucl. power reactor (permanent staff only);E (effective dose);0.441;0.230;1.000;1959;1518;306;124;11;0;0;0
Spain;2019;;Dismantling of nuclear facilities;E (effective dose);0.000;0.010;0.230;22;21;1;0;0;0;0;0
Spain;2019;;Radioactive waste management facilities;E (effective dose);0.001;0.010;0.140;111;105;6;0;0;0;0;0
Spain;2019;;Nuclear logistics and maintenance = support activities;E (effective dose);3.237;0.480;1.210;6783;4110;1749;823;93;8;0;0
Spain;2019;TRANSPORT;;E (effective dose);0.162;1.050;1.860;154;67;38;43;5;1;0;0
Spain;2019;RESEARCH AND EDUCATION;;E (effective dose);0.243;0.040;0.410;6619;6019;549;47;3;0;0;1
Spain;2019;;Regulatory control activities;E (effective dose);0.002;0.010;0.200;185;176;9;0;0;0;0;0
Lithuania;2019;ALL MONITORED WORKERS;;E (effective dose);1.925;0.310;0.760;6115;3569;2154;346;37;8;1;0
Lithuania;2019;MEDICAL FIELD;;E (effective dose);1.125;0.300;0.540;3780;1686;1920;155;18;1;0;0
Lithuania;2019;;Diagnostic radiology;Hp10 (external dose photons);0.470;0.230;0.400;2024;845;1144;29;6;0;0;0
Lithuania;2019;;Interventional radiology;Hp10 (external dose photons);0.399;1.250;1.330;319;20;174;112;12;1;0;0
Lithuania;2019;;Radiotherapy;E (effective dose);0.036;0.220;0.290;162;37;121;4;0;0;0;0
Lithuania;2019;;Nuclear medicine;E (effective dose);0.033;0.450;0.560;73;14;51;8;0;0;0;0
Lithuania;2019;;Dental radiology;Hp10 (external dose photons);0.142;0.140;0.450;981;666;315;0;0;0;0;0
Lithuania;2019;;Veterinary units;E (effective dose);0.010;0.150;0.480;65;44;21;0;0;0;0;0
Lithuania;2019;;Other medical activities;E (effective dose);0.034;0.220;0.350;156;60;94;2;0;0;0;
Lithuania;2019;INDUSTRY;;E (effective dose);0.034;0.220;0.570;157;97;54;6;0;0;0;0
Lithuania;2019;;Industrial radiography;Hp10 (external dose photons);0.021;0.320;0.620;66;32;29;5;0;0;0;0
Lithuania;2019;;Industrial gauges;Hp10 (external dose photons);0.003;0.170;0.430;18;11;7;0;0;0;0;0
Lithuania;2019;;Security screening;Hp10 (external dose photons);0.006;0.100;0.500;58;46;12;0;0;0;0;0
Lithuania;2019;;Other industrial activities;Hp10 (external dose photons);0.004;0.220;0.570;18;11;6;1;0;0;0;0
Lithuania;2019;NUCLEAR FIELD;;E (effective dose);0.728;0.410;2.200;1764;1433;119;185;19;7;1;0
Lithuania;2019;;Nucl. power reactor (permanent staff only);E (effective dose);0.667;0.420;2.280;1590;1298;102;163;19;7;1;0
Lithuania;2019;;Radioactive waste management facilities;E (effective dose);0.000;0.000;;4;4;0;0;0;0;0;0
Lithuania;2019;;Other nuclear activities;E (effective dose);0.061;0.350;1.560;174;135;17;22;0;0;0;0
Lithuania;2019;RESEARCH AND EDUCATION;;E (effective dose);0.013;0.080;1.000;172;159;13;0;0;0;0;0
Lithuania;2019;OTHER FIELDS;;E (effective dose);0.024;0.100;0.510;242;195;47;0;0;0;0;
The Netherlands;2019;ALL MONITORED WORKERS;;E (effective dose);44.308;1.000;1.700;44511;18370;9327;16227;392;103;54;38
The Netherlands;2019;MEDICAL FIELD;;E (effective dose);11.815;0.550;1.500;21656;13758;5337;2052;323;97;51;38
The Netherlands;2019;;Diagnostic radiology;Hp10 (external dose photons);3.611;0.460;1.510;7889;5500;1718;517;82;29;24;19
The Netherlands;2019;;Interventional radiology;Hp10 (external dose photons);5.920;1.020;2.140;5809;3038;1449;1007;215;62;22;16
The Netherlands;2019;;Radiotherapy;E (effective dose);0.054;0.040;0.710;1305;1229;59;17;0;0;0;0
The Netherlands;2019;;Nuclear medicine;E (effective dose);0.737;0.380;0.820;1924;1021;627;275;1;0;0;0
The Netherlands;2019;;Dental radiology;Hp10 (external dose photons);0.034;0.040;0.340;906;805;98;3;0;0;0;0
The Netherlands;2019;;Veterinary units;E (effective dose);1.169;0.300;0.730;3833;2237;1360;205;22;5;3;1
The Netherlands;2019;INDUSTRY;;E (effective dose);1.542;0.460;1.130;3370;2006;931;401;25;4;3;0
The Netherlands;2019;;Industrial radiography;Hp10 (external dose photons);0.511;0.460;1.060;1104;620;330;147;5;1;1;0
The Netherlands;2019;NUCLEAR FIELD;;E (effective dose);0.425;0.250;0.580;1733;999;621;112;1;0;0;0
The Netherlands;2019;;Aviation;E (effective dose);29.699;1.880;1.900;15766;131;2143;13490;2;0;0;0
The Netherlands;2019;OTHER FIELDS;;E (effective dose);0.827;0.380;1.470;2186;1623;354;166;41;2;0;0
Hungary;2019;ALL MONITORED WORKERS;;E (effective dose);3.731;0.240;0.860;15461;11120;3503;778;53;3;0;4
Hungary;2019;ALL MONITORED WORKERS;;Hp10 (external dose photons);3.731;0.240;0.860;15461;11120;3503;778;53;3;0;4
Hungary;2019;MEDICAL FIELD;;E (effective dose);1.740;0.150;0.200;11352;2597;302;14;1;0;3;1
Hungary;2019;MEDICAL FIELD;;Hp10 (external dose photons);1.740;0.150;0.200;11352;2597;302;14;1;0;3;1
Hungary;2019;INDUSTRY;;E (effective dose);0.698;0.700;2.090;994;660;223;93;15;2;0;1
Hungary;2019;INDUSTRY;;Hp10 (external dose photons);0.698;0.700;2.090;994;660;223;93;15;2;0;1
Hungary;2019;NUCLEAR FIELD;;E (effective dose);0.838;0.440;1.380;1926;1318;307;287;14;0;0;0
Hungary;2019;NUCLEAR FIELD;;Hp10 (external dose photons);0.838;0.440;1.380;1926;1318;307;287;14;0;0;0
Hungary;2019;NATURAL SOURCES;;E (effective dose);0.089;2.470;2.540;36;1;7;25;3;0;0;0
Hungary;2019;NATURAL SOURCES;;I (internal dose);0.089;2.470;2.540;36;1;7;25;3;0;0;0
Hungary;2019;OTHER FIELDS;;E (effective dose);0.367;0.310;0.810;1185;733;372;73;7;0;0;0
France;2020;ALL MONITORED WORKERS;;E (effective dose);72.460;0.190;0.780;387452;295079;70324;20008;1866;166;4;5
Germany;2020;ALL MONITORED WORKERS;;E (effective dose);49.024;0.120;0.520;422968;327977;83904;10726;290;60;6;5
Germany;2020;ALL MONITORED WORKERS;;I (internal dose);0.010;0.010;0.040;1116;845;219;52;0;0;0;0
Germany;2020;MEDICAL FIELD;;E (effective dose);14.428;0.040;0.340;322639;280091;39476;3005;51;11;3;2
Germany;2020;MEDICAL FIELD;;I (internal dose);0.001;0.010;0.020;98;49;34;15;0;0;0;0
Germany;2020;;Diagnostic radiology;Hp10 (external dose photons);6.404;0.030;0.230;207564;180069;26086;1395;5;5;3;1
Germany;2020;;Radiotherapy;E (effective dose);0.279;0.030;0.230;9825;8634;1112;77;1;1;0;0
Germany;2020;;Nuclear medicine;E (effective dose);3.358;0.270;0.660;12236;7135;3750;1308;37;5;0;1
Germany;2020;;Nuclear medicine;I (internal dose);0.001;0.010;0.020;101;49;37;15;0;0;0;0
Germany;2020;;Dental radiology;Hp10 (external dose photons);0.020;0.030;0.250;576;497;75;4;0;0;0;0
Germany;2020;;Veterinary units;E (effective dose);1.883;0.060;0.290;30286;23716;6287;283;0;0;0;0
Germany;2020;;Other medical activities;E (effective dose);3.839;0.030;0.190;146752;126484;19266;991;8;2;1;0
Germany;2020;INDUSTRY;;E (effective dose);7.892;0.220;0.780;35637;25532;7838;2017;211;36;1;2
Germany;2020;INDUSTRY;;I (internal dose);0.007;0.060;0.120;114;56;47;11;0;0;0;0
Germany;2020;;Industrial radiography;Hp10 (external dose photons);2.095;0.680;1.320;3062;1475;817;665;86;18;0;1
Germany;2020;;Other industrial activities;Hp10 (external dose photons);4.964;0.190;0.670;26689;19255;5851;1406;153;22;1;1
Germany;2020;NUCLEAR FIELD;;E (effective dose);1.249;0.090;0.340;14558;10906;3038;584;26;4;0;0
Germany;2020;NUCLEAR FIELD;;I (internal dose);0.002;0.000;0.010;697;547;127;23;0;0;0;0
Germany;2020;;Nucl. power reactor (permanent staff only);E (effective dose);0.642;0.080;0.320;8226;6234;1599;379;12;2;0;0
Germany;2020;;Dismantling of nuclear facilities;E (effective dose);0.345;0.060;0.210;5747;4133;1363;244;7;0;0;0
Germany;2020;;Radioactive waste management facilities;E (effective dose);0.091;0.050;0.270;1770;1428;299;43;0;0;0;0
Germany;2020;;Nuclear logistics and maintenance = support activities;E (effective dose);1.674;0.220;0.660;7483;4931;1951;548;49;4;0;0
Germany;2020;;Other nuclear activities;E (effective dose);0.470;0.060;0.230;8050;6020;1687;318;21;4;0;0
Germany;2020;TRANSPORT;;E (effective dose);0.333;0.200;1.140;1645;1352;207;68;16;2;0;0
Germany;2020;;Nuclear fuel cycle;E (effective dose);0.253;0.160;0.930;1570;1298;186;68;16;2;0;0
Germany;2020;RESEARCH AND EDUCATION;;E (effective dose);0.366;0.020;0.190;15685;13703;1933;48;1;0;0;0
Germany;2020;RESEARCH AND EDUCATION;;I (internal dose);0.000;0.000;0.000;118;103;12;3;0;0;0;0
Germany;2020;NATURAL SOURCES;;E (effective dose);24.724;0.630;0.640;39343;554;33280;5473;21;12;2;1
Germany;2020;;Aviation;E (effective dose);23.607;0.610;0.620;38453;418;32734;5301;0;0;0;0
Germany;2020;;Activities on site exposed with radon;E (effective dose);0.608;1.590;2.460;383;136;83;131;18;12;2;1
Germany;2020;;Regulatory control activities;E (effective dose);0.092;0.040;0.220;2226;1807;404;14;1;0;0;0
Switzerland;2020;ALL MONITORED WORKERS;;E (effective dose);9.891;0.100;0.720;101264;87592;10341;3234;93;4;;
Switzerland;2020;ALL MONITORED WORKERS;;Hp10 (external dose photons);3.610;0.040;0.710;92434;87340;4043;954;93;4;;
Switzerland;2020;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.004;0.000;0.290;1724;1710;13;1;;;;
Switzerland;2020;ALL MONITORED WORKERS;;I (internal dose);0.019;0.080;0.730;252;226;18;8;;;;
Switzerland;2020;MEDICAL FIELD;;E (effective dose);0.951;0.010;0.450;74441;72338;1831;264;7;1;;
Switzerland;2020;MEDICAL FIELD;;Hp10 (external dose photons);0.951;0.010;0.450;74470;72366;1832;264;7;1;;
Switzerland;2020;MEDICAL FIELD;;I (internal dose);0.000;0.000;;18;18;;;;;;
Switzerland;2020;INDUSTRY;;E (effective dose);0.183;0.070;0.920;2446;2246;139;55;5;1;;
Switzerland;2020;INDUSTRY;;Hp10 (external dose photons);0.164;0.070;0.940;2292;2118;121;47;5;1;;
Switzerland;2020;INDUSTRY;;I (internal dose);0.019;0.100;0.730;188;162;18;8;;;;
Switzerland;2020;NUCLEAR FIELD;;E (effective dose);2.247;0.500;1.260;4499;2721;1074;621;81;2;;
Switzerland;2020;NUCLEAR FIELD;;Hp10 (external dose photons);2.243;0.500;1.270;4499;2729;1068;619;81;2;;
Switzerland;2020;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.004;0.030;0.290;159;145;13;1;;;;
Switzerland;2020;NUCLEAR FIELD;;I (internal dose);0.000;0.000;;1;1;;;;;;
Switzerland;2020;RESEARCH AND EDUCATION;;E (effective dose);0.251;0.020;0.240;10501;9460;1017;24;;;;
Switzerland;2020;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.251;0.020;0.240;10481;9440;1017;24;;;;
Switzerland;2020;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.000;0.000;;1565;1565;;;;;;
Switzerland;2020;RESEARCH AND EDUCATION;;I (internal dose);0.000;0.000;;41;41;;;;;;
Switzerland;2020;NATURAL SOURCES;;E (effective dose);6.258;0.720;0.730;8688;143;6275;2270;;;;
Switzerland;2020;;Aviation;E (effective dose);6.258;0.720;0.730;8688;143;6275;2270;;;;
Switzerland;2020;OTHER FIELDS;;E (effective dose);0.001;0.000;0.200;689;684;5;;;;;
Finland;2020;ALL MONITORED WORKERS;;E (effective dose);5.836;0.390;1.010;14823;9031;3486;2262;35;9;;
Finland;2020;ALL MONITORED WORKERS;;Hp10 (external dose photons);2.535;0.240;1.230;10414;8348;1368;621;63;11;2;1
Finland;2020;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.003;0.000;0.330;1369;1360;9;;;;;
Finland;2020;MEDICAL FIELD;;E (effective dose);0.117;0.030;0.620;4640;4450;162;28;;;;
Finland;2020;MEDICAL FIELD;;Hp10 (external dose photons);0.877;0.190;1.410;4637;4014;403;185;30;2;2;1
Finland;2020;MEDICAL FIELD;;Hp10n (external dose neutrons);0.000;0.000;;21;21;;;;;;
Finland;2020;INDUSTRY;;E (effective dose);0.140;0.110;0.730;1326;1133;154;37;2;;;
Finland;2020;INDUSTRY;;Hp10 (external dose photons);0.140;0.110;0.730;1326;1133;154;37;2;;;
Finland;2020;INDUSTRY;;Hp10n (external dose neutrons);0.000;0.000;;3;3;;;;;;
Finland;2020;NUCLEAR FIELD;;E (effective dose);1.480;0.400;1.240;3740;2545;762;393;31;9;;
Finland;2020;NUCLEAR FIELD;;Hp10 (external dose photons);1.477;0.390;1.240;3740;2547;761;392;31;9;;
Finland;2020;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.003;0.000;0.330;1329;1320;9;;;;;
Finland;2020;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.000;0.000;;14;14;;;;;;
Finland;2020;NATURAL SOURCES;;E (effective dose);4.146;0.950;1.000;4363;217;2347;1797;2;;;
Finland;2020;;Aviation;E (effective dose);4.125;0.950;1.000;4361;217;2347;1797;;;;
Finland;2020;;Activities on site exposed with radon;E (effective dose);0.021;5.250;;4;;;2;2;;;
Slovenia;2020;ALL MONITORED WORKERS;;E (effective dose);0.667;0.080;0.250;7856;5150;2584;109;13;0;0;0
Slovenia;2020;MEDICAL FIELD;;E (effective dose);0.272;0.060;0.170;4663;3087;1536;40;0;0;0;0
Slovenia;2020;;Diagnostic radiology;Hp10 (external dose photons);0.140;0.040;0.130;3426;2368;1049;9;0;0;0;0
Slovenia;2020;;Interventional radiology;Hp10 (external dose photons);0.009;0.050;0.110;199;110;89;0;0;0;0;0
Slovenia;2020;;Radiotherapy;E (effective dose);0.006;0.030;0.100;234;168;66;0;0;0;0;0
Slovenia;2020;;Nuclear medicine;E (effective dose);0.088;0.390;0.490;229;47;154;28;0;0;0;0
Slovenia;2020;;Dental radiology;Hp10 (external dose photons);0.015;0.040;0.140;394;290;103;1;0;0;0;0
Slovenia;2020;;Veterinary units;E (effective dose);0.013;0.090;0.220;146;89;55;2;0;0;0;0
Slovenia;2020;;Other medical activities;E (effective dose);0.001;0.030;0.050;35;15;20;0;0;0;0;0
Slovenia;2020;INDUSTRY;;E (effective dose);0.035;0.060;0.260;630;496;125;9;0;0;0;0
Slovenia;2020;;Industrial radiography;Hp10 (external dose photons);0.029;0.170;0.420;165;96;60;9;0;0;0;0
Slovenia;2020;;Other industrial activities;Hp10 (external dose photons);0.007;0.010;0.100;465;400;65;0;0;0;0;0
Slovenia;2020;NUCLEAR FIELD;;E (effective dose);0.132;0.170;0.240;782;223;539;18;2;0;0;0
Slovenia;2020;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.007;0.010;0.540;782;770;10;2;0;0;0;0
Slovenia;2020;;Nucl. power reactor (permanent staff only);E (effective dose);0.077;0.210;0.310;366;115;233;16;2;0;0;0
Slovenia;2020;;Nucl. power reactor (permanent staff only);Hp10n (external dose neutrons);0.007;0.020;0.540;367;355;10;2;0;0;0;0
Slovenia;2020;;Nuclear logistics and maintenance = support activities;E (effective dose);0.054;0.130;0.180;416;108;306;2;0;0;0;0
Slovenia;2020;;Nuclear logistics and maintenance = support activities;Hp10n (external dose neutrons);0.000;0.000;;415;415;;0;0;0;0;0
Slovenia;2020;RESEARCH AND EDUCATION;;E (effective dose);0.002;0.050;0.090;54;27;27;0;0;0;0;0
Slovenia;2020;;Nuclear research facilities;E (effective dose);0.002;0.050;0.090;54;27;27;0;0;0;0;
Slovenia;2020;NATURAL SOURCES;;E (effective dose);0.191;2.440;2.440;78;0;27;40;11;0;0;0
Slovenia;2020;;Mining activities and processing;E (effective dose);0.001;0.070;0.070;8;0;8;0;0;0;0;0
Slovenia;2020;;Activities on site exposed with radon;E (effective dose);0.190;2.710;2.710;70;0;19;40;11;0;0;0
Slovenia;2020;OTHER FIELDS;;E (effective dose);0.035;0.020;0.110;1649;1317;330;2;0;0;0;0
Czech Republic;2020;ALL MONITORED WORKERS;;E (effective dose);7.844;0.350;1.300;22298;16284;4080;1590;285;45;14;0
Czech Republic;2020;ALL MONITORED WORKERS;;Hp10 (external dose photons);8.669;0.390;1.440;22298;16284;4080;1590;285;45;14;0
Czech Republic;2020;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.126;0.030;;4565;;;;;;;
Czech Republic;2020;ALL MONITORED WORKERS;;I (internal dose);0.000;0.000;;4462;;;;;;;
Czech Republic;2020;MEDICAL FIELD;;E (effective dose);4.985;0.340;1.380;14607;11006;2443;930;180;35;13;0
Czech Republic;2020;MEDICAL FIELD;;Hp10 (external dose photons);7.339;0.500;2.040;14607;11006;2443;930;180;35;13;0
Czech Republic;2020;MEDICAL FIELD;;Hp10n (external dose neutrons);0.003;0.040;;68;;;;;;;
Czech Republic;2020;MEDICAL FIELD;;I (internal dose);0.000;;;;;;;;;;
Czech Republic;2020;;Diagnostic radiology;Hp10 (external dose photons);4.339;0.430;1.990;10176;7992;1533;518;106;19;8;0
Czech Republic;2020;;Interventional radiology;Hp10 (external dose photons);2.010;1.980;3.420;1014;427;284;234;54;11;4;0
Czech Republic;2020;;Radiotherapy;E (effective dose);0.047;0.060;0.770;843;782;52;8;0;1;0;0
Czech Republic;2020;;Radiotherapy;Hp10 (external dose photons);0.058;0.070;0.950;843;782;52;8;0;1;0;0
Czech Republic;2020;;Nuclear medicine;E (effective dose);0.332;0.310;0.740;1076;630;341;105;0;0;0;0
Czech Republic;2020;;Nuclear medicine;Hp10 (external dose photons);0.375;0.350;0.840;1076;630;341;105;0;0;0;0
Czech Republic;2020;;Dental radiology;Hp10 (external dose photons);0.000;0.000;;25;25;0;0;0;0;0;0
Czech Republic;2020;;Veterinary units;E (effective dose);0.009;0.130;0.600;69;54;12;3;0;0;0;0
Czech Republic;2020;;Veterinary units;Hp10 (external dose photons);0.016;0.230;1.070;69;54;12;3;0;0;0;0
Czech Republic;2020;;Other medical activities;E (effective dose);0.436;0.310;1.420;1404;1096;221;62;20;4;1;0
Czech Republic;2020;;Other medical activities;Hp10 (external dose photons);0.541;0.390;1.760;1404;1096;221;62;20;4;1;0
Czech Republic;2020;INDUSTRY;;E (effective dose);0.763;0.620;1.320;1228;650;401;139;31;6;1;0
Czech Republic;2020;INDUSTRY;;Hp10 (external dose photons);0.736;0.600;1.270;1228;650;401;139;31;6;1;0
Czech Republic;2020;;Industrial radiography;Hp10 (external dose photons);0.489;0.940;1.850;522;258;159;79;23;2;1;0
Czech Republic;2020;;Radioisotopes production and conditioning;E (effective dose);0.275;0.410;0.950;676;387;230;47;8;4;0;0
Czech Republic;2020;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.224;0.330;0.780;676;387;230;47;8;4;0;0
Czech Republic;2020;;Other industrial activities;Hp10 (external dose photons);0.024;0.100;0.670;244;208;22;12;1;1;0;0
Czech Republic;2020;NUCLEAR FIELD;;E (effective dose);1.687;0.390;1.240;4327;2969;870;418;68;2;0;0
Czech Republic;2020;NUCLEAR FIELD;;Hp10 (external dose photons);0.177;0.040;0.130;4327;2969;870;418;68;2;0;0
Czech Republic;2020;;Uranium ore extraction/processing;E (effective dose);0.675;1.970;2.490;343;72;70;161;38;2;0;0
Czech Republic;2020;;Uranium ore extraction/processing;Hp10 (external dose photons);0.105;0.310;0.390;343;72;70;161;38;2;0;0
Czech Republic;2020;;Nucl. power reactor (permanent staff only);E (effective dose);0.991;0.250;0.940;3915;2858;779;248;30;0;0;0
Czech Republic;2020;;Nucl. power reactor (permanent staff only);Hp10 (external dose photons);0.059;0.020;0.060;3915;2858;779;248;30;0;0;0
Czech Republic;2020;;Radioactive waste management facilities;E (effective dose);0.011;0.200;0.650;56;39;12;5;0;0;0;0
Czech Republic;2020;;Radioactive waste management facilities;Hp10 (external dose photons);0.012;0.210;0.710;56;39;12;5;0;0;0;0
Czech Republic;2020;;Other nuclear activities;E (effective dose);0.010;0.770;0.770;13;0;9;4;0;0;0;0
Czech Republic;2020;;Other nuclear activities;Hp10 (external dose photons);0.001;0.080;0.080;13;0;9;4;0;0;0;0
Czech Republic;2020;TRANSPORT;;E (effective dose);0.026;0.790;1.440;33;15;7;11;0;0;0;0
Czech Republic;2020;TRANSPORT;;Hp10 (external dose photons);0.022;0.670;1.220;33;15;7;11;0;0;0;0
Czech Republic;2020;;Nuclear fuel cycle;E (effective dose);0.005;1.000;1.000;5;0;2;3;0;0;0;0
Czech Republic;2020;;Nuclear fuel cycle;Hp10 (external dose photons);0.000;0.000;0.000;5;0;2;3;0;0;0;0
Czech Republic;2020;RESEARCH AND EDUCATION;;E (effective dose);0.156;0.290;0.690;543;316;184;41;2;0;0;0
Czech Republic;2020;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.157;0.290;0.690;543;316;184;41;2;0;0;0
Czech Republic;2020;;Other research sectors and education;E (effective dose);0.156;0.290;0.690;543;316;184;41;2;0;0;0
Czech Republic;2020;;Other research sectors and education;Hp10 (external dose photons);0.157;0.290;0.690;543;316;184;41;2;0;0;0
Czech Republic;2020;OTHER FIELDS;;E (effective dose);0.009;0.050;0.330;188;161;27;0;0;0;0;0
Czech Republic;2020;;Emergency response;E (effective dose);0.001;0.080;0.330;12;9;3;0;0;0;0;0
Czech Republic;2020;;Emergency response;Hp10 (external dose photons);0.001;0.080;0.330;12;9;3;0;0;0;0;0
Czech Republic;2020;;Regulatory control activities;E (effective dose);0.008;0.050;0.330;176;152;24;0;0;0;0;0
